Continent,Region/Country,Variable,Year,Quantity (per 1000 hl)
Africa,Mozambique,Consumption,2008,  17
America,Netherlands Antilles,Consumption,2005,  17
America,Netherlands Antilles,Consumption,2014,  17
America,Panama,Consumption,1999,  17
America,Paraguay,Production,2020,  17
America,Paraguay,Production,2021,  17
America,Paraguay,Production,2022,  17
Asia,Philippines,Consumption,1995,  17
Africa,Rwanda,Consumption,2017,  17
Africa,Rwanda,Consumption,2018,  17
Africa,Rwanda,Consumption,2020,  17
Africa,Rwanda,Consumption,2021,  17
Africa,Rwanda,Consumption,2022,  17
Africa,Seychelles,Consumption,2020,  17
Africa,Seychelles,Consumption,2021,  17
Africa,Seychelles,Consumption,2022,  17
Europe,United Kingdom,Production,2004,  17
Europe,United Kingdom,Production,2005,  17
Africa,Zimbabwe,Consumption,2020,  17
America,Antigua and Barbuda,Consumption,2015,  16
America,Bahamas,Consumption,2000,  16
Asia,Bahrain,Consumption,2013,  16
America,Bermuda,Consumption,2019,  16
Asia,Cambodia,Consumption,2005,  16
Asia,"China, Macao SAR",Consumption,1996,  16
Africa,Congo,Consumption,2018,  16
Africa,Ethiopia,Production,2009,  16
America,Greenland,Consumption,2006,  16
America,Haiti,Consumption,2017,  16
America,Honduras,Consumption,2009,  16
America,Honduras,Consumption,2012,  16
America,Honduras,Consumption,2013,  16
Europe,Iceland,Consumption,1996,  16
America,Jamaica,Consumption,2012,  16
Asia,Kyrgyzstan,Consumption,1999,  16
Asia,Kyrgyzstan,Production,2010,  16
Asia,Lao People's Democratic Republic,Consumption,2012,  16
Asia,Lao People's Democratic Republic,Consumption,2020,  16
Asia,Lao People's Democratic Republic,Consumption,2021,  16
Asia,Lao People's Democratic Republic,Consumption,2022,  16
Africa,Mauritius,Consumption,2000,  16
Africa,Mauritius,Consumption,2004,  16
Africa,Mauritius,Consumption,2009,  16
Africa,Mauritius,Consumption,2020,  16
Africa,Mauritius,Consumption,2021,  16
Africa,Mauritius,Consumption,2022,  16
Asia,Mongolia,Consumption,2008,  16
Asia,Mongolia,Consumption,2014,  16
Asia,Mongolia,Consumption,2015,  16
Asia,Myanmar,Consumption,2010,  16
America,Netherlands Antilles,Consumption,2006,  16
Africa,Nigeria,Consumption,1995,  16
America,Paraguay,Production,2005,  16
America,Paraguay,Production,2007,  16
America,Paraguay,Production,2016,  16
America,Paraguay,Production,2017,  16
Africa,Zimbabwe,Production,1997,  16
Africa,Zimbabwe,Production,1998,  16
Africa,Zimbabwe,Production,1999,  16
Africa,Zimbabwe,Production,2000,  16
Africa,Zimbabwe,Production,2001,  16
Africa,Zimbabwe,Production,2002,  16
Africa,Zimbabwe,Production,2003,  16
Africa,Zimbabwe,Production,2004,  16
America,Antigua and Barbuda,Consumption,2020,  15
America,Antigua and Barbuda,Consumption,2021,  15
America,Antigua and Barbuda,Consumption,2022,  15
Asia,Azerbaijan,Consumption,1997,  15
Asia,Azerbaijan,Consumption,2003,  15
America,Bahamas,Consumption,2002,  15
America,Bahamas,Consumption,2005,  15
Asia,Bahrain,Consumption,2020,  15
Asia,Bahrain,Consumption,2021,  15
Asia,Bahrain,Consumption,2022,  15
Europe,Belgium,Production,2019,  15
Europe,Belgium,Production,2021,  15
America,Belize,Consumption,2014,  15
America,Belize,Consumption,2018,  15
America,Belize,Consumption,2019,  15
Africa,Benin,Consumption,1995,  15
America,Bermuda,Consumption,2015,  15
America,Bermuda,Consumption,2016,  15
America,Bermuda,Consumption,2017,  15
America,Bermuda,Consumption,2018,  15
America,Bermuda,Consumption,2020,  15
America,Bermuda,Consumption,2021,  15
America,Bermuda,Consumption,2022,  15
Africa,Botswana,Consumption,1996,  15
Africa,Burkina Faso,Consumption,1999,  15
Asia,Cambodia,Consumption,2015,  15
Asia,"China, Macao SAR",Consumption,2005,  15
Africa,Congo (the Democratic Republic of the),Consumption,2004,  15
America,Ecuador,Consumption,1999,  15
America,El Salvador,Consumption,2004,  15
America,El Salvador,Consumption,2005,  15
Africa,Ethiopia,Production,1998,  15
America,Honduras,Consumption,2006,  15
America,Honduras,Consumption,2016,  15
Europe,Iceland,Consumption,1995,  15
Europe,Latvia,Production,1997,  15
Africa,Lesotho,Consumption,2017,  15
Africa,Lesotho,Consumption,2020,  15
Africa,Lesotho,Consumption,2021,  15
Africa,Lesotho,Consumption,2022,  15
Asia,Maldives,Consumption,2017,  15
Europe,Malta,Production,2010,  15
Europe,Malta,Production,2011,  15
Europe,Malta,Production,2016,  15
Europe,Malta,Production,2017,  15
Africa,Mauritius,Consumption,2006,  15
Asia,Mongolia,Consumption,2017,  15
Africa,Mozambique,Consumption,2006,  15
America,Netherlands Antilles,Consumption,2000,  15
America,Netherlands Antilles,Consumption,2003,  15
America,Netherlands Antilles,Consumption,2004,  15
America,Panama,Consumption,2001,  15
America,Paraguay,Production,2014,  15
America,Paraguay,Production,2015,  15
Africa,Rwanda,Consumption,2019,  15
America,Saint Lucia,Consumption,2007,  15
Africa,Seychelles,Consumption,2011,  15
Asia,Sri Lanka,Consumption,2019,  15
Africa,Togo,Consumption,2000,  15
America,Trinidad and Tobago,Consumption,2013,  15
Africa,Uganda,Consumption,2011,  15
Europe,United Kingdom,Production,2001,  15
Europe,United Kingdom,Production,2003,  15
Africa,Zimbabwe,Production,1995,  15
Africa,Zimbabwe,Production,1996,  15
America,Bahamas,Consumption,1997,  14
America,Bahamas,Consumption,1998,  14
America,Bahamas,Consumption,2003,  14
Asia,Bahrain,Consumption,2002,  14
Asia,Bahrain,Consumption,2004,  14
Asia,Bahrain,Consumption,2015,  14
America,Belize,Consumption,2015,  14
America,Belize,Consumption,2017,  14
America,Bermuda,Consumption,1995,  14
America,Bermuda,Consumption,1998,  14
America,Bermuda,Consumption,2002,  14
Africa,Burkina Faso,Consumption,2003,  14
Asia,Cambodia,Consumption,2013,  14
Asia,Cambodia,Consumption,2016,  14
Africa,Chad,Consumption,2014,  14
America,El Salvador,Consumption,2001,  14
Europe,Estonia,Production,1995,  14
Africa,Ethiopia,Production,2008,  14
Oceania,Fiji,Consumption,2006,  14
Oceania,Fiji,Consumption,2016,  14
Oceania,Fiji,Consumption,2017,  14
Oceania,Fiji,Consumption,2018,  14
Oceania,Fiji,Consumption,2019,  14
Africa,Guinea,Consumption,2002,  14
Africa,Guinea,Consumption,2010,  14
America,Honduras,Consumption,2002,  14
America,Honduras,Consumption,2005,  14
America,Honduras,Consumption,2014,  14
America,Honduras,Consumption,2015,  14
America,Jamaica,Consumption,2001,  14
Asia,Kyrgyzstan,Production,2009,  14
Asia,Kyrgyzstan,Production,2011,  14
Asia,Kyrgyzstan,Production,2020,  14
Asia,Kyrgyzstan,Production,2021,  14
Asia,Kyrgyzstan,Production,2022,  14
Asia,Lao People's Democratic Republic,Consumption,2011,  14
Asia,Lao People's Democratic Republic,Consumption,2019,  14
Asia,Malaysia,Consumption,1998,  14
Asia,Maldives,Consumption,2011,  14
Asia,Maldives,Consumption,2012,  14
Asia,Maldives,Consumption,2014,  14
Asia,Maldives,Consumption,2016,  14
Africa,Mauritius,Consumption,2003,  14
Asia,Mongolia,Consumption,2009,  14
Asia,Mongolia,Consumption,2010,  14
Asia,Mongolia,Consumption,2016,  14
America,Netherlands Antilles,Consumption,2001,  14
America,Nicaragua,Consumption,1997,  14
America,Nicaragua,Consumption,2016,  14
America,Paraguay,Production,2008,  14
America,Paraguay,Production,2009,  14
America,Paraguay,Production,2011,  14
America,Paraguay,Production,2012,  14
America,Paraguay,Production,2013,  14
America,Saint Lucia,Consumption,2006,  14
Asia,Sri Lanka,Consumption,2018,  14
Africa,Togo,Consumption,1995,  14
Africa,Uganda,Consumption,2012,  14
Europe,United Kingdom,Production,2000,  14
Asia,Vietnam,Consumption,1997,  14
Africa,Zambia,Consumption,2013,  14
Africa,Zimbabwe,Production,2019,  14
Africa,Zimbabwe,Production,2020,  14
Africa,Zimbabwe,Production,2021,  14
Africa,Zimbabwe,Production,2022,  14
America,Bahamas,Consumption,1995,  13
Asia,Bahrain,Consumption,2016,  13
Asia,Bahrain,Consumption,2019,  13
America,Barbados,Consumption,2004,  13
America,Belize,Consumption,2016,  13
America,Belize,Consumption,2020,  13
America,Belize,Consumption,2021,  13
America,Belize,Consumption,2022,  13
America,Bermuda,Consumption,2000,  13
America,Bermuda,Consumption,2001,  13
America,Bermuda,Consumption,2003,  13
America,Bermuda,Consumption,2014,  13
Asia,Cambodia,Consumption,2007,  13
Asia,Cambodia,Consumption,2009,  13
Asia,"China, Macao SAR",Consumption,1998,  13
Asia,"China, Macao SAR",Consumption,2004,  13
America,El Salvador,Consumption,1998,  13
America,El Salvador,Consumption,2000,  13
Africa,Ethiopia,Consumption,2017,  13
Oceania,Fiji,Consumption,2009,  13
Oceania,Fiji,Consumption,2015,  13
Oceania,Fiji,Consumption,2020,  13
Oceania,Fiji,Consumption,2021,  13
Oceania,Fiji,Consumption,2022,  13
Africa,Guinea,Consumption,2003,  13
America,Jamaica,Consumption,2000,  13
Asia,Kyrgyzstan,Production,2008,  13
Asia,Kyrgyzstan,Production,2012,  13
Africa,Liberia,Consumption,2018,  13
Asia,Maldives,Consumption,2013,  13
Asia,Maldives,Consumption,2015,  13
Europe,Malta,Production,2019,  13
Europe,Malta,Production,2022,  13
Asia,Mongolia,Consumption,2004,  13
Asia,Mongolia,Consumption,2005,  13
Asia,Mongolia,Consumption,2006,  13
Asia,Mongolia,Consumption,2007,  13
Africa,Mozambique,Consumption,2007,  13
America,Nicaragua,Consumption,2015,  13
America,Panama,Consumption,1996,  13
America,Panama,Consumption,1997,  13
America,Paraguay,Production,2010,  13
America,Saint Lucia,Consumption,2003,  13
Africa,Seychelles,Consumption,2012,  13
Europe,United Kingdom,Production,1999,  13
Asia,Azerbaijan,Consumption,1998,  12
Asia,Azerbaijan,Consumption,2004,  12
America,Bahamas,Consumption,1996,  12
America,Bahamas,Consumption,2004,  12
Asia,Bahrain,Consumption,2000,  12
Asia,Bahrain,Consumption,2001,  12
America,Belize,Consumption,2013,  12
America,Bermuda,Consumption,1996,  12
America,Bermuda,Consumption,2005,  12
Asia,Cambodia,Consumption,2020,  12
Asia,Cambodia,Consumption,2021,  12
Asia,Cambodia,Consumption,2022,  12
Africa,Chad,Consumption,2009,  12
America,El Salvador,Consumption,2002,  12
Africa,Eswatini,Consumption,2012,  12
Oceania,Fiji,Consumption,2007,  12
America,Grenada,Consumption,1996,  12
Africa,Guinea,Consumption,2011,  12
Africa,Guinea-Bissau,Consumption,1998,  12
America,Haiti,Consumption,2014,  12
America,Jamaica,Consumption,2004,  12
Asia,Kyrgyzstan,Production,2005,  12
Asia,Lao People's Democratic Republic,Consumption,2010,  12
Asia,Lao People's Democratic Republic,Consumption,2018,  12
Africa,Lesotho,Consumption,2014,  12
Africa,Lesotho,Consumption,2015,  12
Asia,Malaysia,Consumption,1995,  12
Asia,Maldives,Consumption,2008,  12
Asia,Maldives,Consumption,2009,  12
Asia,Maldives,Consumption,2010,  12
Africa,Mali,Consumption,2019,  12
Europe,Malta,Production,2020,  12
Africa,Mauritius,Consumption,1997,  12
Africa,Mauritius,Consumption,1998,  12
Africa,Mauritius,Consumption,2002,  12
America,Netherlands Antilles,Consumption,2002,  12
America,Nicaragua,Consumption,2013,  12
America,Nicaragua,Consumption,2014,  12
America,Nicaragua,Consumption,2017,  12
America,Panama,Consumption,1998,  12
Oceania,Papua New Guinea,Consumption,2001,  12
Africa,Rwanda,Consumption,2016,  12
America,Saint Lucia,Consumption,2005,  12
America,Saint Lucia,Consumption,2018,  12
Africa,Seychelles,Consumption,2019,  12
Asia,Sri Lanka,Consumption,2014,  12
Asia,Sri Lanka,Consumption,2016,  12
Asia,Sri Lanka,Consumption,2017,  12
Africa,"Tanzania, the United Republic of",Consumption,1997,  12
America,Trinidad and Tobago,Consumption,2007,  12
America,Trinidad and Tobago,Consumption,2017,  12
Africa,Uganda,Consumption,2020,  12
Africa,Uganda,Consumption,2021,  12
Africa,Uganda,Consumption,2022,  12
Europe,United Kingdom,Production,1998,  12
America,Antigua and Barbuda,Consumption,2006,  11
America,Antigua and Barbuda,Consumption,2012,  11
Asia,Bahrain,Consumption,2003,  11
America,Barbados,Consumption,2000,  11
America,Bermuda,Consumption,1999,  11
Asia,Cambodia,Consumption,2012,  11
Asia,"China, Macao SAR",Consumption,2002,  11
Asia,"China, Macao SAR",Consumption,2003,  11
Africa,Congo (the Democratic Republic of the),Consumption,1998,  11
America,Cuba,Consumption,1996,  11
Europe,Denmark,Production,2015,  11
America,El Salvador,Consumption,1999,  11
America,El Salvador,Consumption,2003,  11
Africa,Eswatini,Consumption,2005,  11
Africa,Ethiopia,Consumption,1995,  11
Africa,Ethiopia,Consumption,1996,  11
Africa,Ethiopia,Consumption,1997,  11
Oceania,Fiji,Consumption,2004,  11
Oceania,Fiji,Consumption,2005,  11
Oceania,Fiji,Consumption,2014,  11
America,Honduras,Consumption,2003,  11
America,Honduras,Consumption,2010,  11
America,Honduras,Consumption,2011,  11
America,Jamaica,Consumption,2002,  11
Asia,Kyrgyzstan,Production,2007,  11
Asia,Lao People's Democratic Republic,Consumption,2009,  11
Africa,Lesotho,Consumption,2016,  11
Africa,Lesotho,Consumption,2018,  11
Europe,Lithuania,Production,1995,  11
Asia,Maldives,Consumption,2007,  11
Europe,Malta,Production,2021,  11
Africa,Mauritius,Consumption,2001,  11
America,Nicaragua,Consumption,2018,  11
America,Nicaragua,Consumption,2019,  11
America,Nicaragua,Consumption,2020,  11
America,Nicaragua,Consumption,2021,  11
America,Nicaragua,Consumption,2022,  11
Africa,Niger,Consumption,2001,  11
America,Panama,Consumption,1995,  11
America,Panama,Consumption,2021,  11
America,Panama,Consumption,2022,  11
America,Saint Lucia,Consumption,2009,  11
America,Saint Lucia,Consumption,2010,  11
Africa,Seychelles,Consumption,2003,  11
Africa,Seychelles,Consumption,2007,  11
Africa,Seychelles,Consumption,2010,  11
Africa,Seychelles,Consumption,2013,  11
Asia,Sri Lanka,Consumption,2015,  11
Asia,Sri Lanka,Consumption,2020,  11
Asia,Sri Lanka,Consumption,2021,  11
Asia,Sri Lanka,Consumption,2022,  11
Asia,Tajikistan,Consumption,2009,  11
Africa,"Tanzania, the United Republic of",Consumption,2002,  11
Africa,"Tanzania, the United Republic of",Consumption,2004,  11
America,Trinidad and Tobago,Consumption,1999,  11
America,Trinidad and Tobago,Consumption,2012,  11
America,Trinidad and Tobago,Consumption,2020,  11
America,Trinidad and Tobago,Consumption,2021,  11
America,Trinidad and Tobago,Consumption,2022,  11
Africa,Uganda,Consumption,2010,  11
Asia,Afghanistan,Consumption,2007,  10
Asia,Bahrain,Consumption,2008,  10
America,Barbados,Consumption,2002,  10
America,Barbados,Consumption,2003,  10
Europe,Belgium,Production,2015,  10
America,Bermuda,Consumption,1997,  10
America,Bermuda,Consumption,2004,  10
Africa,Burkina Faso,Consumption,1997,  10
Africa,Burkina Faso,Consumption,1998,  10
Asia,Cambodia,Consumption,2019,  10
Africa,Congo (the Democratic Republic of the),Consumption,2003,  10
America,El Salvador,Consumption,1995,  10
America,El Salvador,Consumption,1996,  10
Europe,Estonia,Production,2006,  10
Europe,Estonia,Production,2007,  10
Europe,Estonia,Production,2008,  10
Europe,Estonia,Production,2009,  10
Africa,Ethiopia,Production,1995,  10
Africa,Ethiopia,Production,1996,  10
Africa,Ethiopia,Production,1997,  10
Africa,Ethiopia,Consumption,2018,  10
Oceania,Fiji,Consumption,1999,  10
Oceania,Fiji,Consumption,2012,  10
Oceania,Fiji,Consumption,2013,  10
America,Honduras,Consumption,2000,  10
Asia,Iraq,Consumption,2020,  10
Asia,Iraq,Consumption,2021,  10
Asia,Iraq,Consumption,2022,  10
America,Jamaica,Consumption,1999,  10
America,Jamaica,Consumption,2003,  10
Europe,Latvia,Production,1998,  10
Africa,Lesotho,Consumption,2019,  10
Africa,Liberia,Consumption,2017,  10
Africa,Liberia,Consumption,2019,  10
Africa,Mauritius,Consumption,1995,  10
Africa,Mauritius,Consumption,1996,  10
Asia,Myanmar,Consumption,2008,  10
Europe,Netherlands,Production,2022,  10
America,Nicaragua,Consumption,2012,  10
Africa,Niger,Consumption,2020,  10
Africa,Niger,Consumption,2021,  10
Africa,Niger,Consumption,2022,  10
America,Panama,Consumption,2020,  10
Oceania,Papua New Guinea,Consumption,1998,  10
America,Saint Lucia,Consumption,2001,  10
America,Saint Lucia,Consumption,2011,  10
America,Saint Lucia,Consumption,2012,  10
Africa,Sao Tome and Principe,Consumption,1995,  10
Africa,Seychelles,Consumption,2002,  10
Africa,Seychelles,Consumption,2018,  10
Asia,Sri Lanka,Consumption,2013,  10
Africa,"Tanzania, the United Republic of",Consumption,2003,  10
Asia,Thailand,Consumption,2020,  10
Asia,Thailand,Consumption,2021,  10
Asia,Thailand,Consumption,2022,  10
America,Trinidad and Tobago,Consumption,2008,  10
America,Trinidad and Tobago,Consumption,2009,  10
America,Trinidad and Tobago,Consumption,2018,  10
America,Trinidad and Tobago,Consumption,2019,  10
Africa,Uganda,Consumption,2008,  10
Europe,United Kingdom,Production,2002,  10
Asia,Afghanistan,Consumption,2006,  9
America,Antigua and Barbuda,Consumption,2007,  9
Asia,Bahrain,Consumption,1997,  9
America,Barbados,Consumption,1999,  9
America,Barbados,Consumption,2001,  9
Europe,Belgium,Production,2017,  9
America,Belize,Consumption,2003,  9
Europe,Bosnia and Herzegovina,Production,1997,  9
Asia,Cambodia,Consumption,2006,  9
Asia,Cambodia,Consumption,2011,  9
Asia,"China, Macao SAR",Consumption,1999,  9
Asia,"China, Macao SAR",Consumption,2001,  9
America,El Salvador,Consumption,1997,  9
Africa,Ethiopia,Production,2010,  9
Africa,Ethiopia,Production,2011,  9
Africa,Ethiopia,Production,2012,  9
Africa,Ethiopia,Production,2013,  9
Africa,Ethiopia,Production,2014,  9
Oceania,Fiji,Consumption,1998,  9
Oceania,Fiji,Consumption,2003,  9
Oceania,Fiji,Consumption,2010,  9
Oceania,Fiji,Consumption,2011,  9
Africa,Guinea,Consumption,2001,  9
Africa,Guinea,Consumption,2020,  9
Africa,Guinea,Consumption,2021,  9
Africa,Guinea,Consumption,2022,  9
America,Haiti,Consumption,2002,  9
America,Haiti,Consumption,2016,  9
Asia,Israel,Consumption,2014,  9
America,Jamaica,Consumption,1997,  9
America,Jamaica,Consumption,1998,  9
Asia,Lao People's Democratic Republic,Consumption,2008,  9
Europe,Malta,Production,2023,  9
Asia,Myanmar,Consumption,2007,  9
America,Netherlands Antilles,Consumption,1995,  9
America,Nicaragua,Consumption,2007,  9
America,Nicaragua,Consumption,2010,  9
America,Nicaragua,Consumption,2011,  9
Africa,Niger,Consumption,2011,  9
Africa,Niger,Consumption,2012,  9
Africa,Nigeria,Consumption,1996,  9
Oceania,Papua New Guinea,Consumption,1999,  9
Oceania,Papua New Guinea,Consumption,2000,  9
Africa,Rwanda,Consumption,2015,  9
America,Saint Lucia,Consumption,1999,  9
America,Saint Lucia,Consumption,2000,  9
America,Saint Lucia,Consumption,2008,  9
America,Saint Lucia,Consumption,2014,  9
Africa,Seychelles,Consumption,2008,  9
Africa,Seychelles,Consumption,2009,  9
America,Suriname,Consumption,2020,  9
America,Suriname,Consumption,2021,  9
America,Suriname,Consumption,2022,  9
Africa,Togo,Consumption,2017,  9
America,Trinidad and Tobago,Consumption,2003,  9
America,Trinidad and Tobago,Consumption,2004,  9
America,Trinidad and Tobago,Consumption,2005,  9
America,Trinidad and Tobago,Consumption,2006,  9
America,Trinidad and Tobago,Consumption,2010,  9
America,Trinidad and Tobago,Consumption,2011,  9
Asia,Vietnam,Consumption,1996,  9
Africa,Zambia,Consumption,2008,  9
Africa,Zambia,Consumption,2012,  9
America,Antigua and Barbuda,Consumption,2005,  8
America,Antigua and Barbuda,Consumption,2008,  8
America,Barbados,Consumption,1997,  8
Europe,Belgium,Production,2016,  8
Africa,Burkina Faso,Consumption,1996,  8
Asia,Cambodia,Consumption,2010,  8
Asia,Cambodia,Consumption,2017,  8
Africa,Central African Republic,Consumption,2001,  8
Asia,"China, Macao SAR",Consumption,2000,  8
America,Cuba,Consumption,1995,  8
Africa,Ethiopia,Production,2015,  8
Africa,Ethiopia,Production,2016,  8
Africa,Ethiopia,Production,2017,  8
Africa,Ethiopia,Production,2018,  8
Africa,Ethiopia,Consumption,2019,  8
Africa,Ethiopia,Production,2019,  8
Africa,Ethiopia,Consumption,2020,  8
Africa,Ethiopia,Production,2020,  8
Africa,Ethiopia,Consumption,2021,  8
Africa,Ethiopia,Production,2021,  8
Africa,Ethiopia,Consumption,2022,  8
Africa,Ethiopia,Production,2022,  8
Oceania,Fiji,Consumption,1996,  8
Oceania,Fiji,Consumption,1997,  8
Oceania,Fiji,Consumption,2002,  8
America,Greenland,Consumption,2014,  8
Africa,Guinea,Consumption,2007,  8
Africa,Guinea,Consumption,2019,  8
America,Haiti,Consumption,2007,  8
America,Haiti,Consumption,2011,  8
America,Haiti,Consumption,2012,  8
America,Haiti,Consumption,2013,  8
America,Haiti,Consumption,2015,  8
America,Honduras,Consumption,1999,  8
Asia,Iraq,Consumption,2016,  8
Asia,Iraq,Consumption,2017,  8
Asia,Iraq,Consumption,2019,  8
America,Jamaica,Consumption,1996,  8
Asia,Lao People's Democratic Republic,Consumption,2005,  8
Asia,Lao People's Democratic Republic,Consumption,2006,  8
Asia,Lao People's Democratic Republic,Consumption,2007,  8
Africa,Liberia,Consumption,2020,  8
Africa,Liberia,Consumption,2021,  8
Africa,Liberia,Consumption,2022,  8
Africa,Malawi,Consumption,2003,  8
Asia,Malaysia,Consumption,1996,  8
Asia,Malaysia,Consumption,1997,  8
Asia,Maldives,Consumption,2004,  8
Asia,Maldives,Consumption,2006,  8
Asia,Nepal,Consumption,2011,  8
Asia,Nepal,Consumption,2012,  8
Asia,Nepal,Consumption,2013,  8
Asia,Nepal,Consumption,2014,  8
Asia,Nepal,Consumption,2018,  8
Asia,Nepal,Consumption,2019,  8
Europe,Netherlands,Production,2013,  8
Europe,Netherlands,Production,2015,  8
Europe,Netherlands,Production,2016,  8
Europe,Netherlands,Production,2019,  8
Europe,Netherlands,Production,2020,  8
Europe,Netherlands,Production,2021,  8
America,Netherlands Antilles,Consumption,1996,  8
America,Netherlands Antilles,Consumption,1997,  8
America,Nicaragua,Consumption,2002,  8
America,Nicaragua,Consumption,2006,  8
America,Nicaragua,Consumption,2008,  8
America,Nicaragua,Consumption,2009,  8
Africa,Niger,Consumption,2002,  8
Africa,Niger,Consumption,2010,  8
Africa,Niger,Consumption,2013,  8
Africa,Niger,Consumption,2016,  8
Africa,Niger,Consumption,2017,  8
Africa,Nigeria,Consumption,1997,  8
Oceania,Papua New Guinea,Consumption,2014,  8
Africa,Rwanda,Consumption,2014,  8
America,Saint Lucia,Consumption,1998,  8
America,Saint Lucia,Consumption,2017,  8
Africa,Seychelles,Consumption,2006,  8
Asia,Sri Lanka,Consumption,2012,  8
America,Suriname,Consumption,2019,  8
Europe,United Kingdom,Production,2012,  8
Africa,Zambia,Consumption,2006,  8
America,Antigua and Barbuda,Consumption,2009,  7
America,Barbados,Consumption,1995,  7
America,Barbados,Consumption,1996,  7
Europe,Belgium,Production,2014,  7
Asia,Cambodia,Consumption,1996,  7
Africa,Central African Republic,Consumption,2004,  7
Africa,Central African Republic,Consumption,2018,  7
Africa,Chad,Consumption,2008,  7
Asia,"China, Macao SAR",Consumption,1995,  7
Africa,Djibouti,Consumption,2013,  7
America,Greenland,Consumption,2009,  7
America,Greenland,Consumption,2013,  7
America,Greenland,Consumption,2015,  7
Africa,Guinea,Consumption,2004,  7
Africa,Guinea,Consumption,2005,  7
Africa,Guinea,Consumption,2006,  7
Africa,Guinea,Consumption,2012,  7
Africa,Guinea,Consumption,2018,  7
America,Haiti,Consumption,2001,  7
America,Haiti,Consumption,2009,  7
America,Haiti,Consumption,2010,  7
Asia,Indonesia,Consumption,2002,  7
Asia,Lao People's Democratic Republic,Consumption,2002,  7
Asia,Lao People's Democratic Republic,Consumption,2003,  7
Asia,Lao People's Democratic Republic,Consumption,2004,  7
Africa,Malawi,Consumption,2002,  7
Asia,Maldives,Consumption,2003,  7
Asia,Maldives,Consumption,2005,  7
Asia,Myanmar,Consumption,2017,  7
Asia,Nepal,Consumption,2015,  7
Asia,Nepal,Consumption,2016,  7
Asia,Nepal,Consumption,2017,  7
Asia,Nepal,Consumption,2020,  7
Asia,Nepal,Consumption,2021,  7
Asia,Nepal,Consumption,2022,  7
Europe,Netherlands,Production,2014,  7
America,Netherlands Antilles,Consumption,1998,  7
America,Netherlands Antilles,Consumption,1999,  7
America,Nicaragua,Consumption,1998,  7
America,Nicaragua,Consumption,2003,  7
America,Nicaragua,Consumption,2005,  7
Africa,Niger,Consumption,2014,  7
Africa,Niger,Consumption,2019,  7
Africa,Nigeria,Consumption,1998,  7
Africa,Nigeria,Consumption,1999,  7
Oceania,Papua New Guinea,Consumption,2012,  7
Oceania,Papua New Guinea,Consumption,2013,  7
America,Saint Lucia,Consumption,1997,  7
America,Saint Lucia,Consumption,2013,  7
America,Saint Lucia,Consumption,2015,  7
Asia,Sri Lanka,Consumption,2006,  7
Asia,Sri Lanka,Consumption,2007,  7
America,Suriname,Consumption,2011,  7
America,Suriname,Consumption,2012,  7
America,Trinidad and Tobago,Consumption,1998,  7
America,Trinidad and Tobago,Consumption,2000,  7
America,Trinidad and Tobago,Consumption,2001,  7
America,Trinidad and Tobago,Consumption,2002,  7
Asia,Vietnam,Consumption,1995,  7
Africa,Zambia,Consumption,2007,  7
Africa,Zambia,Consumption,2009,  7
America,Antigua and Barbuda,Consumption,2010,  6
America,Antigua and Barbuda,Consumption,2011,  6
Asia,Bahrain,Consumption,1999,  6
Europe,Belgium,Production,2008,  6
Europe,Belgium,Production,2009,  6
Europe,Belgium,Production,2013,  6
America,Belize,Consumption,2012,  6
Europe,Bosnia and Herzegovina,Consumption,1997,  6
Africa,Burkina Faso,Consumption,1995,  6
Africa,Burkina Faso,Consumption,2001,  6
Asia,Cambodia,Consumption,2018,  6
Africa,Central African Republic,Consumption,1998,  6
Africa,Central African Republic,Consumption,2003,  6
Africa,Central African Republic,Consumption,2008,  6
Africa,Central African Republic,Consumption,2010,  6
Africa,Central African Republic,Consumption,2015,  6
Africa,Central African Republic,Consumption,2016,  6
Africa,Central African Republic,Consumption,2017,  6
Oceania,Fiji,Consumption,2001,  6
America,Greenland,Consumption,1999,  6
America,Greenland,Consumption,2007,  6
America,Greenland,Consumption,2011,  6
America,Greenland,Consumption,2012,  6
America,Greenland,Consumption,2016,  6
America,Greenland,Consumption,2017,  6
America,Greenland,Consumption,2020,  6
America,Greenland,Consumption,2021,  6
America,Greenland,Consumption,2022,  6
Africa,Guinea,Consumption,2013,  6
Africa,Guinea,Consumption,2014,  6
Africa,Guinea,Consumption,2017,  6
America,Honduras,Consumption,1997,  6
America,Honduras,Consumption,2001,  6
America,Honduras,Consumption,2004,  6
Asia,Indonesia,Consumption,2016,  6
Asia,Iraq,Consumption,2012,  6
Asia,Iraq,Consumption,2013,  6
Asia,Iraq,Consumption,2018,  6
Asia,Lao People's Democratic Republic,Consumption,2001,  6
Asia,Maldives,Consumption,2002,  6
Africa,Mali,Consumption,2010,  6
Africa,Mali,Consumption,2011,  6
Africa,Mali,Consumption,2015,  6
Africa,Mali,Consumption,2016,  6
Asia,Mongolia,Consumption,2000,  6
Asia,Mongolia,Consumption,2003,  6
Asia,Nepal,Consumption,2009,  6
Asia,Nepal,Consumption,2010,  6
Europe,Netherlands,Production,2017,  6
Europe,Netherlands,Production,2018,  6
America,Nicaragua,Consumption,1999,  6
America,Nicaragua,Consumption,2004,  6
Africa,Niger,Consumption,1998,  6
Africa,Niger,Consumption,2005,  6
Africa,Niger,Consumption,2006,  6
